product,effective_date,maintenance,margin_short,prev_maintenance,direction,source_file,capture_ts
6E,2020-06-24,2275.0,,,series_start,EC-2020-to-present.pdf,20250910104548
6E,2020-08-28,2500.0,,2275.0,increase,EC-2020-to-present.pdf,20250910104548
6E,2020-10-09,2900.0,,2500.0,increase,EC-2020-to-present.pdf,20250910104548
6E,2020-11-13,2600.0,,2900.0,decrease,EC-2020-to-present.pdf,20250910104548
6E,2020-12-01,2300.0,,2600.0,decrease,EC-2020-to-present.pdf,20250910104548
6E,2021-01-14,2000.0,,2300.0,decrease,EC-2020-to-present.pdf,20250910104548
6E,2021-04-16,2200.0,,2000.0,increase,EC-2020-to-present.pdf,20250910104548
6E,2022-02-25,2400.0,,2200.0,increase,EC-2020-to-present.pdf,20250910104548
6E,2022-07-15,2650.0,,2400.0,increase,EC-2020-to-present.pdf,20250910104548
6E,2023-06-16,2400.0,,2650.0,decrease,EC-2020-to-present.pdf,20250910104548
6E,2023-11-03,2100.0,,2400.0,decrease,EC-2020-to-present.pdf,20250910104548
6E,2024-10-04,2400.0,,2100.0,increase,EC-2020-to-present.pdf,20250910104548
6E,2024-10-18,2800.0,,2400.0,increase,EC-2020-to-present.pdf,20250910104548
6E,2024-11-14,2300.0,,2800.0,decrease,EC-2020-to-present.pdf,20250910104548
6E,2025-02-07,2600.0,,2300.0,increase,EC-2020-to-present.pdf,20250910104548
6E,2025-04-04,2900.0,,2600.0,increase,EC-2020-to-present.pdf,20250910104548
6E,2025-04-11,3400.0,,2900.0,increase,EC-2020-to-present.pdf,20250910104548
6J,2014-01-02,3150.0,,,series_start,JY_2014_to_present.pdf,20171129082046
6J,2014-05-30,3000.0,,3150.0,decrease,JY_2014_to_present.pdf,20171129082046
6J,2014-07-18,2750.0,,3000.0,decrease,JY_2014_to_present.pdf,20171129082046
6J,2014-09-05,2250.0,,2750.0,decrease,JY_2014_to_present.pdf,20171129082046
6J,2015-01-20,2600.0,,2250.0,increase,JY_2014_to_present.pdf,20171129082046
6J,2015-01-23,3000.0,,2600.0,increase,JY_2014_to_present.pdf,20171129082046
6J,2015-05-08,2600.0,,3000.0,decrease,JY_2014_to_present.pdf,20171129082046
6J,2015-08-25,3000.0,,2600.0,increase,JY_2014_to_present.pdf,20171129082046
6J,2015-10-30,2700.0,,3000.0,decrease,JY_2014_to_present.pdf,20171129082046
6J,2016-06-17,2950.0,,2700.0,increase,JY_2014_to_present.pdf,20171129082046
6J,2016-06-27,3650.0,,2950.0,increase,JY_2014_to_present.pdf,20171129082046
6J,2016-07-01,4100.0,,3650.0,increase,JY_2014_to_present.pdf,20171129082046
6J,2016-10-07,4500.0,,4100.0,increase,JY_2014_to_present.pdf,20171129082046
6J,2017-01-13,4000.0,,4500.0,decrease,JY_2014_to_present.pdf,20171129082046
6J,2017-03-17,3300.0,,4000.0,decrease,JY_2014_to_present.pdf,20171129082046
6J,2017-05-12,3000.0,,3300.0,decrease,JY_2014_to_present.pdf,20171129082046
6J,2017-07-28,2500.0,,3000.0,decrease,JY_2014_to_present.pdf,20171129082046
6J,2020-06-24,3600.0,,2500.0,increase,JY-2020-to-present.pdf,20250910102216
6J,2020-10-09,4000.0,,3600.0,increase,JY-2020-to-present.pdf,20250910102216
6J,2020-11-13,3600.0,,4000.0,decrease,JY-2020-to-present.pdf,20250910102216
6J,2020-12-01,3000.0,,3600.0,decrease,JY-2020-to-present.pdf,20250910102216
6J,2021-01-14,2500.0,,3000.0,decrease,JY-2020-to-present.pdf,20250910102216
6J,2021-04-30,2250.0,,2500.0,decrease,JY-2020-to-present.pdf,20250910102216
6J,2021-06-04,2050.0,,2250.0,decrease,JY-2020-to-present.pdf,20250910102216
6J,2021-09-17,1900.0,,2050.0,decrease,JY-2020-to-present.pdf,20250910102216
6J,2021-11-30,2280.0,,1900.0,increase,JY-2020-to-present.pdf,20250910102216
6J,2021-12-17,2500.0,,2280.0,increase,JY-2020-to-present.pdf,20250910102216
6J,2022-06-21,2750.0,,2500.0,increase,JY-2020-to-present.pdf,20250910102216
6J,2022-11-14,3100.0,,2750.0,increase,JY-2020-to-present.pdf,20250910102216
6J,2022-12-22,3720.0,,3100.0,increase,JY-2020-to-present.pdf,20250910102216
6J,2023-06-16,3300.0,,3720.0,decrease,JY-2020-to-present.pdf,20250910102216
6J,2023-09-22,3000.0,,3300.0,decrease,JY-2020-to-present.pdf,20250910102216
6J,2023-11-03,2600.0,,3000.0,decrease,JY-2020-to-present.pdf,20250910102216
6J,2024-06-11,2800.0,,2600.0,increase,JY-2020-to-present.pdf,20250910102216
6J,2024-08-09,3200.0,,2800.0,increase,JY-2020-to-present.pdf,20250910102216
6J,2024-10-04,3600.0,,3200.0,increase,JY-2020-to-present.pdf,20250910102216
6J,2024-11-14,2900.0,,3600.0,decrease,JY-2020-to-present.pdf,20250910102216
6J,2025-03-07,3300.0,,2900.0,increase,JY-2020-to-present.pdf,20250910102216
6J,2025-04-07,3800.0,,3300.0,increase,JY-2020-to-present.pdf,20250910102216
CL,2014-01-02,3400.0,,,series_start,CL_2014_to_present.pdf,20171129073711
CL,2014-02-28,3100.0,,3400.0,decrease,CL_2014_to_present.pdf,20171129073711
CL,2014-04-04,2900.0,,3100.0,decrease,CL_2014_to_present.pdf,20171129073711
CL,2014-08-11,2700.0,,2900.0,decrease,CL_2014_to_present.pdf,20171129073711
CL,2014-10-03,2950.0,,2700.0,increase,CL_2014_to_present.pdf,20171129073711
CL,2014-10-17,3400.0,,2950.0,increase,CL_2014_to_present.pdf,20171129073711
CL,2014-11-17,3700.0,,3400.0,increase,CL_2014_to_present.pdf,20171129073711
CL,2014-11-26,3850.0,,3700.0,increase,CL_2014_to_present.pdf,20171129073711
CL,2014-12-02,4450.0,,3850.0,increase,CL_2014_to_present.pdf,20171129073711
CL,2015-02-06,4900.0,,4450.0,increase,CL_2014_to_present.pdf,20171129073711
CL,2015-05-01,4250.0,,4900.0,decrease,CL_2014_to_present.pdf,20171129073711
CL,2015-07-08,4600.0,,4250.0,increase,CL_2014_to_present.pdf,20171129073711
CL,2015-12-14,4000.0,,4600.0,decrease,CL_2014_to_present.pdf,20171129073711
CL,2016-02-10,3500.0,,4000.0,decrease,CL_2014_to_present.pdf,20171129073711
CL,2016-04-07,3400.0,,3500.0,decrease,CL_2014_to_present.pdf,20171129073711
CL,2016-08-04,3200.0,,3400.0,decrease,CL_2014_to_present.pdf,20171129073711
CL,2016-08-31,2900.0,,3200.0,decrease,CL_2014_to_present.pdf,20171129073711
CL,2016-12-05,3200.0,,2900.0,increase,CL_2014_to_present.pdf,20171129073711
CL,2017-02-16,2900.0,,3200.0,decrease,CL_2014_to_present.pdf,20171129073711
CL,2017-04-05,2700.0,,2900.0,decrease,CL_2014_to_present.pdf,20171129073711
CL,2017-06-22,2500.0,,2700.0,decrease,CL_2014_to_present.pdf,20171129073711
CL,2017-07-25,2400.0,,2500.0,decrease,CL_2014_to_present.pdf,20171129073711
CL,2017-10-02,2250.0,,2400.0,decrease,CL_2014_to_present.pdf,20171129073711
CL,2020-06-24,7800.0,,2250.0,increase,CL-2020-to-2023-10-19.pdf,20250910101914
CL,2020-07-07,6800.0,,7800.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2020-07-24,6200.0,,6800.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2020-09-16,5500.0,,6200.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2020-10-07,5100.0,,5500.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2020-11-06,4750.0,,5100.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2021-01-06,4525.0,,4750.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2021-03-22,5100.0,,4525.0,increase,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2021-04-23,5300.0,,5100.0,increase,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2021-07-21,5450.0,,5300.0,increase,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2021-08-20,5300.0,,5450.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2021-08-27,5100.0,,5300.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2021-11-30,5850.0,,5100.0,increase,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-01-20,6150.0,,5850.0,increase,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-02-07,6800.0,,6150.0,increase,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-02-23,7600.0,,6800.0,increase,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-02-28,8000.0,,7600.0,increase,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-03-02,9000.0,,8000.0,increase,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-03-04,10500.0,,9000.0,increase,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-03-07,12000.0,,10500.0,increase,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-03-25,10750.0,,12000.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-04-06,9500.0,,10750.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-04-12,8750.0,,9500.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-06-02,8350.0,,8750.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-07-08,8600.0,,8350.0,increase,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-09-20,8450.0,,8600.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-10-07,7500.0,,8450.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2022-12-07,7000.0,,7500.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2023-02-10,6600.0,,7000.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2023-03-17,6000.0,,6600.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2023-03-24,5800.0,,6000.0,decrease,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2023-08-11,6200.0,,5800.0,increase,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2023-08-18,6600.0,,6200.0,increase,CL-2020-to-2023-10-19.pdf,20260823084623
CL,2023-10-20,6887.0,6545.0,6600.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-10-23,6620.0,6197.0,6887.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-10-24,6471.0,6066.0,6620.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-10-25,6593.0,6187.0,6471.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-10-26,6382.0,5992.0,6593.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-10-27,6625.0,6236.0,6382.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-10-30,6414.0,5979.0,6625.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-10-31,6300.0,5925.0,6414.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-11-01,6279.0,5902.0,6300.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-11-02,6405.0,6018.0,6279.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-11-03,6297.0,5907.0,6405.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-11-06,6312.0,5897.0,6297.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-11-07,6231.0,5830.0,6312.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-11-08,6201.0,5723.0,6231.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-11-09,6200.0,5801.0,6201.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-11-10,6244.0,5859.0,6200.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-11-13,6284.0,5864.0,6244.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-11-14,6286.0,5908.0,6284.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-11-15,6236.0,5890.0,6286.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-11-16,6152.0,5731.0,6236.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-11-17,6281.0,5868.0,6152.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-11-20,6342.0,5894.0,6281.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-11-21,6157.0,5625.0,6342.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-11-22,6166.0,5674.0,6157.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-11-24,6109.0,5700.0,6166.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-11-27,6091.0,5684.0,6109.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-11-28,6130.0,5727.0,6091.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-11-29,6172.0,5764.0,6130.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-11-30,6130.0,5711.0,6172.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-12-01,6099.0,5665.0,6130.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-12-04,6084.0,5627.0,6099.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-12-05,6109.0,5516.0,6084.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-12-06,6097.0,5519.0,6109.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-12-07,6096.0,5505.0,6097.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-12-08,6131.0,5579.0,6096.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-12-11,6134.0,5588.0,6131.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-12-12,6144.0,5493.0,6134.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-12-13,6155.0,5531.0,6144.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-12-14,6200.0,5687.0,6155.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-12-15,6125.0,5640.0,6200.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-12-18,6239.0,5742.0,6125.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-12-19,6202.0,5763.0,6239.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-12-20,6080.0,5627.0,6202.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-12-21,6082.0,5639.0,6080.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-12-22,6092.0,5558.0,6082.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-12-26,6137.0,5689.0,6092.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2023-12-27,6115.0,5604.0,6137.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-12-28,6109.0,5583.0,6115.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2023-12-29,6124.0,5553.0,6109.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-01-02,6128.0,5543.0,6124.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-01-03,6145.0,5601.0,6128.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-01-04,6155.0,5559.0,6145.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-01-05,6134.0,5587.0,6155.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-01-08,6060.0,5455.0,6134.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-01-09,6075.0,5509.0,6060.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-01-10,6182.0,5562.0,6075.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-01-11,6084.0,5543.0,6182.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-01-12,6192.0,5590.0,6084.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-01-16,6171.0,5627.0,6192.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-01-17,6192.0,5658.0,6171.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-01-18,6201.0,5730.0,6192.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-01-19,6217.0,5754.0,6201.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-01-22,6184.0,5708.0,6217.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-01-23,6097.0,5573.0,6184.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-01-24,6117.0,5607.0,6097.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-01-25,6189.0,5665.0,6117.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-01-26,6214.0,5699.0,6189.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-01-29,6195.0,5677.0,6214.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-01-30,6224.0,5723.0,6195.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-01-31,6197.0,5536.0,6224.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-02-01,6158.0,5485.0,6197.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-02-02,6063.0,5401.0,6158.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-02-05,6085.0,5467.0,6063.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-02-07,6193.0,5489.0,6085.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-02-08,6247.0,5571.0,6193.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-02-09,6275.0,5587.0,6247.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-02-12,6235.0,5595.0,6275.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-02-13,6188.0,5629.0,6235.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-02-14,6249.0,5612.0,6188.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-02-15,6307.0,5689.0,6249.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-02-16,6139.0,5249.0,6307.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-02-20,6186.0,5233.0,6139.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-02-21,6102.0,5159.0,6186.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-02-22,6111.0,5171.0,6102.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-02-23,6106.0,5173.0,6111.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-02-26,6110.0,5168.0,6106.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-02-27,6130.0,5186.0,6110.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-02-28,6056.0,5137.0,6130.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-02-29,6039.0,5092.0,6056.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-03-01,6057.0,5119.0,6039.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-03-04,6112.0,5234.0,6057.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-03-05,6123.0,5213.0,6112.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-03-06,6144.0,5261.0,6123.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-03-07,6132.0,5276.0,6144.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-03-08,6142.0,5279.0,6132.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-03-11,6146.0,5318.0,6142.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-03-12,6156.0,5310.0,6146.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-03-13,6158.0,5336.0,6156.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-03-14,6184.0,5381.0,6158.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-03-15,6192.0,5347.0,6184.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-03-18,6259.0,5376.0,6192.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-03-19,6293.0,5390.0,6259.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-03-20,6263.0,5355.0,6293.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-03-21,6081.0,5158.0,6263.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-03-22,6080.0,5171.0,6081.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-03-25,6119.0,5204.0,6080.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-03-26,6102.0,5199.0,6119.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-03-27,6107.0,5215.0,6102.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-03-28,6155.0,5256.0,6107.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-04-01,6173.0,5316.0,6155.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-04-02,6214.0,5378.0,6173.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-04-03,6246.0,5413.0,6214.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-04-04,6267.0,5446.0,6246.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-04-05,6285.0,5486.0,6267.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-04-08,6278.0,5493.0,6285.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-04-09,6251.0,5474.0,6278.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-04-10,6289.0,5504.0,6251.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-04-11,6274.0,5467.0,6289.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-04-12,6257.0,5491.0,6274.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-04-15,6272.0,5472.0,6257.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-04-16,6277.0,5467.0,6272.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-04-17,6230.0,5414.0,6277.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-04-18,6238.0,5393.0,6230.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-04-19,6281.0,5395.0,6238.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-04-22,6268.0,5386.0,6281.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-04-23,6101.0,5233.0,6268.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-04-24,6091.0,5294.0,6101.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-04-25,6112.0,5317.0,6091.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-04-26,6099.0,5337.0,6112.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-04-29,6061.0,5305.0,6099.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-04-30,6063.0,5310.0,6061.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-01,6056.0,5201.0,6063.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-05-02,6058.0,5274.0,6056.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-03,6040.0,5326.0,6058.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-05-06,6047.0,5344.0,6040.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-07,6058.0,5342.0,6047.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-08,6068.0,5263.0,6058.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-09,6069.0,5339.0,6068.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-10,6092.0,5250.0,6069.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-13,6093.0,5334.0,6092.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-14,6099.0,5311.0,6093.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-15,6123.0,5257.0,6099.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-16,6138.0,5263.0,6123.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-17,6164.0,5280.0,6138.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-20,6178.0,5335.0,6164.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-21,6159.0,5328.0,6178.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-05-22,5996.0,5284.0,6159.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-05-23,5992.0,5315.0,5996.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-05-24,6001.0,5279.0,5992.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-28,6008.0,5325.0,6001.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-05-29,5995.0,5294.0,6008.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-05-30,5993.0,5317.0,5995.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-05-31,5988.0,5298.0,5993.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-06-03,5987.0,5288.0,5988.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-06-04,5997.0,5286.0,5987.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-06-05,5948.0,5298.0,5997.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-06-06,5959.0,5284.0,5948.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-06-07,5967.0,5313.0,5959.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-06-10,5975.0,5302.0,5967.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-06-11,5990.0,5291.0,5975.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-06-12,6035.0,5325.0,5990.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-06-13,6046.0,5337.0,6035.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-06-14,6041.0,5317.0,6046.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-06-17,5990.0,5383.0,6041.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-06-18,6001.0,5489.0,5990.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-06-20,6029.0,5496.0,6001.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-06-21,5935.0,5427.0,6029.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-06-24,5974.0,5446.0,5935.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-06-25,5949.0,5432.0,5974.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-06-26,5950.0,5428.0,5949.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-06-27,5964.0,5430.0,5950.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-06-28,5968.0,5423.0,5964.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-07-01,6030.0,5479.0,5968.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-07-02,6007.0,5454.0,6030.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-07-03,6048.0,5481.0,6007.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-07-05,6039.0,5468.0,6048.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-07-08,6019.0,5441.0,6039.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-07-09,5991.0,5408.0,6019.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-07-10,6003.0,5417.0,5991.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-07-11,6016.0,5415.0,6003.0,increase,CL-2023-to-present.pdf,20260823084623
CL,2024-07-12,6013.0,5399.0,6016.0,decrease,CL-2023-to-present.pdf,20260823084623
CL,2024-07-15,6013.0,5386.0,6013.0,short_side_only,CL-2023-to-present.pdf,20260823084623
